branch_id,time_s,spectral_abscissa_s_inv,numerical_abscissa_s_inv,dominant_frequency_s_inv,dominant_mode_condition_number,dominant_right_constitutive_fraction,dominant_left_constitutive_fraction,adjacent_leader_rotation_deg,adjacent_commutator
onset_x,1.875e-05,6.580363471659387,107445491675.97455,1.897490647984993e-11,293588.75664092624,0.9999999988087536,0.9999999999999998,0.027781468834337485,1.3918430456518313e-07
onset_x,1.9375e-05,6.570856612981078,107646628221.42941,2.841700323137017e-11,294942.49026983255,0.9999999990463684,0.9999999999999998,0.024748981726635418,1.38403620106801e-07
onset_x,2e-05,6.566812449520889,107856038029.67381,7.419220423156938e-11,295793.3244413506,0.9999999992367621,0.9999999999999998,0.022133186284252083,1.3760841821512983e-07
onset_x,2.1875e-05,6.653444643843884,108533434423.7045,1.3035142481121515e-11,296086.57843845914,0.9999999996118376,1.0,0.053768063157969545,4.064658206325676e-07
onset_x,2.375e-05,6.704330794811227,109285791131.40929,9.116835222014408e-13,292482.8161925725,0.9999999998100946,1.0,0.040091141236755216,4.0665342216865154e-07
onset_x,2.5625e-05,6.7869685232247665,110112677589.71977,1.805042539184754e-11,286182.5114797539,0.9999999999133857,1.0,0.03050580715147568,3.982126131077023e-07
onset_x,2.75e-05,6.896990729628037,111014120073.62857,8.184818958928506e-12,277820.31123358296,0.9999999999643363,1.0000000000000004,0.023675025950179937,3.8946607944994805e-07
onset_x,2.9375000000000003e-05,7.031185030957962,111990142880.34949,9.562392034884876e-11,267937.9657232605,0.9999999999856917,1.0000000000000004,0.018683860463889763,3.8045269266716346e-07
onset_x,3.125e-05,7.187142969398224,113040768084.17609,5.519625568780641e-12,256990.36094787216,0.9999999999900127,1.0000000000000004,0.014958905652639944,3.7121262645886236e-07
onset_x,3.3125000000000006e-05,7.363032910021137,114166015465.35916,3.8463951503260725e-11,245353.6002308218,0.9999999999844242,1.0,0.012129085800254139,3.617861550778097e-07
onset_x,3.5e-05,7.557436733001918,115365902567.8685,2.344227234747122e-11,233333.98015873067,0.9999999999730513,1.0,0.00994818094333941,3.5221292620842276e-07
onset_x,3.6875e-05,7.769245237607492,116640444755.11267,9.705952513797825e-11,221177.05285504038,0.9999999999583162,1.0,0.008248981552011387,3.4253136584753795e-07
onset_x,3.875e-05,7.997584982943373,117989655316.15982,1.8794248682297773e-11,209076.32132095296,0.999999999941648,1.0,0.006915981818733934,3.327783840855474e-07
onset_x,4.0625e-05,8.241754010907092,119413545630.99492,1.1758923670267623e-10,197181.29015639843,0.9999999999238902,1.0,0.0058687522965948855,3.229890477599901e-07
onset_x,4.2499999999999996e-05,8.501188168851487,120912125267.18643,2.2426336072690824e-10,185604.7057189767,0.9999999999055318,1.0,0.0050503429770965376,3.1319642241823323e-07
onset_x,4.4374999999999994e-05,8.775426059364202,122485402126.58745,6.473343832269409e-11,174428.958071947,0.9999999998868461,1.0,0.004420174910849668,3.0343139940691696e-07
onset_x,4.625e-05,9.064087320254805,124133382629.40637,1.0185880876252235e-10,163711.64206683578,0.9999999998679745,1.0000000000000004,0.0039483498673543675,2.937226172778198e-07
onset_x,4.8125000000000004e-05,9.36685716208729,125856071764.58177,1.8228134300091788e-10,153490.3270647156,0.9999999998489784,1.0,0.003611412064454195,2.840964006899555e-07
onset_x,5e-05,9.68346586340642,127653473268.88512,1.5058871561148387e-10,143786.60164883974,0.9999999998298676,1.0,0.003389437504336977,2.745767309221024e-07
onset_x,5.3125e-05,10.136719890703302,130816539242.3174,3.082312713170634e-11,128641.83570321351,0.9999999997973934,1.0,0.00546575126242678,4.742493259339141e-07
onset_x,5.625e-05,10.74273866300622,134185658816.2807,3.7943680196109665e-11,115122.26816667886,0.9999999997647,1.0,0.005377341543450739,4.03524709104098e-07
onset_x,5.9375e-05,11.38535351227858,137762310817.57755,5.581216156214199e-10,102976.76443761788,0.9999999997312079,1.0,0.005586215002748394,3.802254185378987e-07
onset_x,6.25e-05,12.063970525468168,141546489254.33868,6.156625587485677e-10,92116.9393823495,0.9999999996966642,1.0000000000000004,0.005932133328804575,3.576851345383993e-07
onset_x,6.5625e-05,12.7780338596382,145538183206.0494,4.1408510133159396e-10,82439.87920553728,0.9999999996608226,0.9999999999999998,0.006360669879132329,3.3599202388490624e-07
onset_x,6.875e-05,13.52699696869808,149737377634.6021,7.52846407684644e-11,73837.51785144937,0.9999999996234474,1.0000000000000004,0.006839776459958896,3.1521083820538013e-07
onset_x,7.1875e-05,14.31030659322196,154144054104.85788,2.4632904679391094e-10,66202.73985966165,0.9999999995843203,1.0000000000000004,0.007351286988849029,2.9538550100560983e-07
onset_x,7.5e-05,15.127388347398675,158758191363.93173,2.2019877523548826e-10,59433.16039955219,0.9999999995432365,1.0,0.007885108410261866,2.765417335253351e-07
onset_x,7.8125e-05,15.977638151214249,163579765882.2841,4.265745000975208e-11,53433.29165631958,0.9999999995000064,1.0,0.008435646953838853,2.586896717648347e-07
onset_x,8.125e-05,16.860415947101757,168608752298.02902,1.2961854539120766e-11,48115.613006589716,0.999999999454452,1.0,0.008999795349553323,2.4182637255392636e-07
onset_x,8.4375e-05,17.77506223652131,173845123538.52283,2.1457472042573507e-11,43400.91679386518,0.9999999994064068,1.0,0.009575770586349917,2.259365282275716e-07
onset_x,8.75e-05,18.72084861872318,179288851807.862,1.1446641817063573e-10,39218.177429194875,0.9999999993557156,1.0,0.010162517216578891,2.1100104625918462e-07
onset_x,9.0625e-05,19.696994765402955,184939908617.71866,1.0792911577339935e-10,35504.15665123878,0.9999999993022313,1.0,0.01075940617872477,1.9699103095611766e-07
onset_x,9.375e-05,20.702710384875616,190798264559.5938,1.5478190554280669e-10,32202.84466440883,0.9999999992458157,1.0,0.011365870141927071,1.8387017285810463e-07
onset_x,9.6875e-05,21.73716763378605,196863889821.87677,2.3017032179994516e-10,29264.822507269626,0.9999999991863389,1.0000000000000004,0.011981572862348746,1.716006137297579e-07
onset_x,0.0001,22.79951662313613,203136754337.3463,1.3768206708997457e-10,26646.607702986596,0.9999999991236772,1.0,0.012606096946272355,1.601420608847685e-07
onset_x,0.0001025,23.702559774300244,208303804259.6613,4.6432143909075905e-11,24758.247116737544,0.999999999071238,1.0,0.010534599627837793,1.1863347010562736e-07
onset_x,0.000105,24.58739624217141,213603906605.75403,2.1478812929479253e-10,23030.55427785586,0.9999999990165616,1.0,0.010950089884759609,1.1423830703336235e-07
