run_id,evaluation,theta_rad,phi_rad,log_k,n1,n2,n3,k_m_inv,log_gain
sensitivity_rho_mobile_0_minus20pct__onset__start1,1,1.5706949758875361,1.5658013345006918,11.18230883208749,0.0049949714977768475,0.9999875199159888,0.00010135090718695746,71848.05580700038,3.3728482287754047
sensitivity_rho_mobile_0_minus20pct__onset__start1,2,0.5999908074321633,1.5658013345006918,11.18230883208749,0.0028203351787913816,0.5646278426266624,0.8253408053890466,71848.05580700038,3.3040998157381054
sensitivity_rho_mobile_0_minus20pct__onset__start1,3,0.9708055193627332,1.5658013345006918,11.18230883208749,0.004122553820043925,0.8253305093053576,0.5646348864175504,71848.05580700038,3.3370546170007387
sensitivity_rho_mobile_0_minus20pct__onset__start1,4,1.1999816148643265,1.5658013345006918,11.18230883208749,0.00465547541586148,0.932020796757139,0.36237489008048024,71848.05580700038,3.3571908087763855
sensitivity_rho_mobile_0_minus20pct__onset__start1,5,1.3416202312933032,1.5658013345006918,11.18230883208749,0.004864372479600658,0.9738417474430935,0.22717523812546522,71848.05580700038,3.366532354283541
sensitivity_rho_mobile_0_minus20pct__onset__start1,6,1.4291577103659199,1.5658013345006918,11.18230883208749,0.004944951924941199,0.9899736592544334,0.14116551077670147,71848.05580700038,3.37038413711663
sensitivity_rho_mobile_0_minus20pct__onset__start1,7,1.4832588477222797,1.5658013345006918,11.18230883208749,0.0049758459815864705,0.996158613682822,0.08742572471696056,71848.05580700038,3.3718993603194254
sensitivity_rho_mobile_0_minus20pct__onset__start1,8,1.5166951894385368,1.5658013345006918,11.18230883208749,0.004987663332589757,0.998524433693409,0.0540747494838181,71848.05580700038,3.372484667302287
sensitivity_rho_mobile_0_minus20pct__onset__start1,9,1.5373599850786395,1.5658013345006918,11.18230883208749,0.004992179622077347,0.9994285896282183,0.03343011182110186,71848.05580700038,3.3727091966026954
sensitivity_rho_mobile_0_minus20pct__onset__start1,10,1.5501315311547936,1.5658013345006918,11.18230883208749,0.004993905050601066,0.9997740184241571,0.02066332491054402,71848.05580700038,3.372795099926481
sensitivity_rho_mobile_0_minus20pct__onset__start1,11,1.5580247807187424,1.5658013345006918,11.18230883208749,0.004994564158098752,0.9999059709832985,0.012771198879420182,71848.05580700038,3.3728279326371275
sensitivity_rho_mobile_0_minus20pct__onset__start1,12,1.562903077230948,1.5658013345006918,11.18230883208749,0.004994815922412781,0.99995637390794,0.007893167601504682,71848.05580700038,3.372840476617753
sensitivity_rho_mobile_0_minus20pct__onset__start1,13,1.565918030282691,1.5658013345006918,11.18230883208749,0.004994912088940034,0.9999756263355324,0.0048782771634600566,71848.05580700038,3.3728452684299293
sensitivity_rho_mobile_0_minus20pct__onset__start1,14,1.5677813737431534,1.5658013345006918,11.18230883208749,0.004994948821447754,0.9999829801411169,0.003014948484120609,71848.05580700038,3.3728470988032067
sensitivity_rho_mobile_0_minus20pct__onset__start1,15,1.568932983334434,1.5658013345006918,11.18230883208749,0.0049949628520409755,0.9999857890496612,0.0018633423821927913,71848.05580700038,3.3728477979529092
sensitivity_rho_mobile_0_minus20pct__onset__start1,16,1.5696447172036159,1.5658013345006918,11.18230883208749,0.004994968211254172,0.9999868619579481,0.001151609336735768,71848.05580700038,3.372848065005699
sensitivity_rho_mobile_0_minus20pct__onset__start1,17,1.5700845929257148,1.5658013345006918,11.18230883208749,0.004994970258291965,0.999987271772548,0.0007117338090919139,71848.05580700038,3.372848167010982
sensitivity_rho_mobile_0_minus20pct__onset__start1,18,1.5703564510727976,1.5658013345006918,11.18230883208749,0.004994971040190899,0.999987428307811,0.0004398757079136694,71848.05580700038,3.3728482059735616
sensitivity_rho_mobile_0_minus20pct__onset__start1,19,1.5705244686478135,1.5658013345006918,11.18230883208749,0.004994971338849728,0.9999874880989631,0.0002718581437344463,71848.05580700038,3.372848220855954
sensitivity_rho_mobile_0_minus20pct__onset__start1,20,1.5706283092198807,1.5658013345006918,11.18230883208749,0.00499497145292725,0.9999875109371512,0.00016801757422537421,71848.05580700038,3.372848226540519
sensitivity_rho_mobile_0_minus20pct__onset__start1,21,1.5706949758875361,-0.7416294238611398,11.18230883208749,0.7373688742911911,-0.6754902907922034,0.00010135090718695747,71848.05580700038,3.298179618970159
sensitivity_rho_mobile_0_minus20pct__onset__start1,22,1.5706949758875361,0.7416294238611396,11.18230883208749,0.7373688742911911,0.6754902907922031,0.00010135090718695746,71848.05580700038,3.3032499139210634
sensitivity_rho_mobile_0_minus20pct__onset__start1,23,1.5706949758875361,1.658333805867513,11.18230883208749,-0.08742572426794121,0.9961710357484901,0.00010135090718695746,71848.05580700038,3.3703551171985113
sensitivity_rho_mobile_0_minus20pct__onset__start1,24,1.5706949758875361,2.2248882715834193,11.18230883208749,-0.6084388578539173,0.793600747215761,0.00010135090718695746,71848.05580700038,3.3026882068057173
sensitivity_rho_mobile_0_minus20pct__onset__start1,25,1.5706949758875361,1.4818009172132711,11.18230883208749,0.08887797898428638,0.9960425164518142,0.00010135090718695746,71848.05580700038,3.3708081445543767
sensitivity_rho_mobile_0_minus20pct__onset__start1,26,1.5706949758875361,1.5575327725116028,11.18230883208749,0.013263165327044532,0.9999120352178491,0.00010135090718695746,71848.05580700038,3.3728281889029046
sensitivity_rho_mobile_0_minus20pct__onset__start1,27,1.5706949758875361,1.5656439428585498,11.18230883208749,0.005152361113140092,0.9999867213633157,0.00010135090718695746,71848.05580700038,3.3728482214569975
sensitivity_rho_mobile_0_minus20pct__onset__start1,28,1.5706949758875361,1.565866000654977,11.18230883208749,0.0049303061401320585,0.9999878408307564,0.00010135090718695746,71848.05580700038,3.3728482275716805
sensitivity_rho_mobile_0_minus20pct__onset__start1,29,1.5706949758875361,1.565799333987351,11.18230883208749,0.004996971986141037,0.9999875099214807,0.00010135090718695746,71848.05580700038,3.372848228773535
sensitivity_rho_mobile_0_minus20pct__onset__start1,30,1.5706949758875361,1.5657326673206546,11.18230883208749,0.005063637809011785,0.9999871745678205,0.00010135090718695746,71848.05580700038,3.3728482273689546
sensitivity_rho_mobile_0_minus20pct__onset__start1,31,1.5706949758875361,1.565799333987351,8.342310205260866,0.004996971986141037,0.9999875099214807,0.00010135090718695746,4197.776273049276,3.361444796967398
sensitivity_rho_mobile_0_minus20pct__onset__start1,32,1.5706949758875361,1.565799333987351,9.973010023033673,0.004996971986141037,0.9999875099214807,0.00010135090718695746,21439.92298441949,3.3723942450770714
sensitivity_rho_mobile_0_minus20pct__onset__start1,33,1.5706949758875361,1.565799333987351,10.980837935865528,0.004996971986141037,0.9999875099214807,0.00010135090718695746,58737.752128584805,3.37280844325
