qmc_count,anchor_count,qmc_only_onset_max_log_gain,qmc_only_final_max_log_gain,combined_onset_max_log_gain,combined_final_max_log_gain,empirical_projective_sphere_fill_angle_deg,maximum_log_k_gap,probe_direction_count,combined_onset_relative_change_from_previous,combined_final_relative_change_from_previous
64,32,3.186964523268873,2.201412880065275,3.198660788521761,13.3511893722,18.519539134455254,0.19942972905873724,20000,,
256,32,3.196488452866634,3.09545705743543,3.198660788521761,13.3511893722,9.533452753301203,0.05140269843280976,20000,0.0,0.0
1024,32,3.198282694200395,4.1842633907303615,3.198660788521761,13.3511893722,4.454331860597908,0.011603637564966185,20000,0.0,0.0
