branch_id,horizon_id,time_s,norm_id,selector_id,input_dimension,output_dimension,log_gain
onset_y,terminal,0.00014,plastic_kinematic_x0.5,mechanical_to_constitutive,6,63,2.614996846642161
onset_y,terminal,0.00014,plastic_kinematic_x0.5,constitutive_to_temperature,63,1,4.38093331616099
onset_y,terminal,0.00014,plastic_kinematic_x2,full_to_full,69,69,9.246326947818154
onset_y,terminal,0.00014,plastic_kinematic_x2,constitutive_to_constitutive,63,63,9.246311456055588
onset_y,terminal,0.00014,plastic_kinematic_x2,full_to_constitutive,69,63,9.246311510379183
onset_y,terminal,0.00014,plastic_kinematic_x2,constitutive_to_full,63,69,9.246326893445254
onset_y,terminal,0.00014,plastic_kinematic_x2,mechanical_to_mechanical,6,6,6.834481708569259
onset_y,terminal,0.00014,plastic_kinematic_x2,mechanical_to_constitutive,6,63,1.2287314958117665
onset_y,terminal,0.00014,plastic_kinematic_x2,constitutive_to_temperature,63,1,4.381139599572536
onset_y,terminal,0.00014,all_constitutive_x0.5,full_to_full,69,69,9.939400787306171
onset_y,terminal,0.00014,all_constitutive_x0.5,constitutive_to_constitutive,63,63,9.939399605084102
onset_y,terminal,0.00014,all_constitutive_x0.5,full_to_constitutive,69,63,9.939399822394018
onset_y,terminal,0.00014,all_constitutive_x0.5,constitutive_to_full,63,69,9.939400569977472
onset_y,terminal,0.00014,all_constitutive_x0.5,mechanical_to_mechanical,6,6,6.834481708569259
onset_y,terminal,0.00014,all_constitutive_x0.5,mechanical_to_constitutive,6,63,2.615002648832889
onset_y,terminal,0.00014,all_constitutive_x0.5,constitutive_to_temperature,63,1,4.380974579652316
onset_y,terminal,0.00014,all_constitutive_x2,full_to_full,69,69,9.939415056747821
onset_y,terminal,0.00014,all_constitutive_x2,constitutive_to_constitutive,63,63,9.939399605084102
onset_y,terminal,0.00014,all_constitutive_x2,full_to_constitutive,69,63,9.939399618665973
onset_y,terminal,0.00014,all_constitutive_x2,constitutive_to_full,63,69,9.939415043154606
onset_y,terminal,0.00014,all_constitutive_x2,mechanical_to_mechanical,6,6,6.834481708569259
onset_y,terminal,0.00014,all_constitutive_x2,mechanical_to_constitutive,6,63,1.228708287712998
onset_y,terminal,0.00014,all_constitutive_x2,constitutive_to_temperature,63,1,4.380974579652316
terminal_y,near_onset,1.4375e-06,baseline,full_to_full,69,69,5.482890655616237
terminal_y,near_onset,1.4375e-06,baseline,constitutive_to_constitutive,63,63,0.6185953175785982
terminal_y,near_onset,1.4375e-06,baseline,full_to_constitutive,69,63,0.6337066196221718
terminal_y,near_onset,1.4375e-06,baseline,constitutive_to_full,63,69,2.1814590172415684
terminal_y,near_onset,1.4375e-06,baseline,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,baseline,mechanical_to_constitutive,6,63,-1.0003222395743725
terminal_y,near_onset,1.4375e-06,baseline,constitutive_to_temperature,63,1,0.0001293381967534091
terminal_y,near_onset,1.4375e-06,mechanical_x0.5,full_to_full,69,69,5.484895424234323
terminal_y,near_onset,1.4375e-06,mechanical_x0.5,constitutive_to_constitutive,63,63,0.6185953175785982
terminal_y,near_onset,1.4375e-06,mechanical_x0.5,full_to_constitutive,69,63,0.6223896543841574
terminal_y,near_onset,1.4375e-06,mechanical_x0.5,constitutive_to_full,63,69,2.869805289829737
terminal_y,near_onset,1.4375e-06,mechanical_x0.5,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,mechanical_x0.5,mechanical_to_constitutive,6,63,-1.693469420134318
terminal_y,near_onset,1.4375e-06,mechanical_x0.5,constitutive_to_temperature,63,1,0.0001293381967534091
terminal_y,near_onset,1.4375e-06,mechanical_x2,full_to_full,69,69,5.482388204971066
terminal_y,near_onset,1.4375e-06,mechanical_x2,constitutive_to_constitutive,63,63,0.6185953175785982
terminal_y,near_onset,1.4375e-06,mechanical_x2,full_to_constitutive,69,63,0.6778707014095389
terminal_y,near_onset,1.4375e-06,mechanical_x2,constitutive_to_full,63,69,1.5070673584994865
terminal_y,near_onset,1.4375e-06,mechanical_x2,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,mechanical_x2,mechanical_to_constitutive,6,63,-0.3071750590144272
terminal_y,near_onset,1.4375e-06,mechanical_x2,constitutive_to_temperature,63,1,0.0001293381967534091
terminal_y,near_onset,1.4375e-06,thermal_x0.5,full_to_full,69,69,5.482890655616236
terminal_y,near_onset,1.4375e-06,thermal_x0.5,constitutive_to_constitutive,63,63,0.6191738783267949
terminal_y,near_onset,1.4375e-06,thermal_x0.5,full_to_constitutive,69,63,0.63430543432844
terminal_y,near_onset,1.4375e-06,thermal_x0.5,constitutive_to_full,63,69,2.181459017241567
terminal_y,near_onset,1.4375e-06,thermal_x0.5,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,thermal_x0.5,mechanical_to_constitutive,6,63,-0.9991931834370361
terminal_y,near_onset,1.4375e-06,thermal_x0.5,constitutive_to_temperature,63,1,0.0019557637750556097
terminal_y,near_onset,1.4375e-06,thermal_x2,full_to_full,69,69,5.482890655616237
terminal_y,near_onset,1.4375e-06,thermal_x2,constitutive_to_constitutive,63,63,0.6184512996352353
terminal_y,near_onset,1.4375e-06,thermal_x2,full_to_constitutive,69,63,0.6335575152515353
terminal_y,near_onset,1.4375e-06,thermal_x2,constitutive_to_full,63,69,2.181459017241567
terminal_y,near_onset,1.4375e-06,thermal_x2,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,thermal_x2,mechanical_to_constitutive,6,63,-1.0006049024237493
terminal_y,near_onset,1.4375e-06,thermal_x2,constitutive_to_temperature,63,1,-0.00032831255211043797
terminal_y,near_onset,1.4375e-06,dislocation_x0.5,full_to_full,69,69,5.482890655616236
terminal_y,near_onset,1.4375e-06,dislocation_x0.5,constitutive_to_constitutive,63,63,0.32284280543872446
terminal_y,near_onset,1.4375e-06,dislocation_x0.5,full_to_constitutive,69,63,0.34623090619599206
terminal_y,near_onset,1.4375e-06,dislocation_x0.5,constitutive_to_full,63,69,2.181459017241567
terminal_y,near_onset,1.4375e-06,dislocation_x0.5,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,dislocation_x0.5,mechanical_to_constitutive,6,63,-1.000317206063069
terminal_y,near_onset,1.4375e-06,dislocation_x0.5,constitutive_to_temperature,63,1,-0.0003282612546998126
terminal_y,near_onset,1.4375e-06,dislocation_x2,full_to_full,69,69,5.482890655616238
terminal_y,near_onset,1.4375e-06,dislocation_x2,constitutive_to_constitutive,63,63,1.0900782294813893
terminal_y,near_onset,1.4375e-06,dislocation_x2,full_to_constitutive,69,63,1.0969082835273505
terminal_y,near_onset,1.4375e-06,dislocation_x2,constitutive_to_full,63,69,2.2685110925611034
terminal_y,near_onset,1.4375e-06,dislocation_x2,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,dislocation_x2,mechanical_to_constitutive,6,63,-1.0003234979601159
terminal_y,near_onset,1.4375e-06,dislocation_x2,constitutive_to_temperature,63,1,0.0019555595205607785
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x0.5,full_to_full,69,69,5.482388204971068
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x0.5,constitutive_to_constitutive,63,63,1.0898690166061846
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x0.5,full_to_constitutive,69,63,1.1167573963123634
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x0.5,constitutive_to_full,63,69,1.6548051887192903
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x0.5,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x0.5,mechanical_to_constitutive,6,63,-0.30745898096114727
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x0.5,constitutive_to_temperature,63,1,0.00012928694626883726
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x2,full_to_full,69,69,5.484895424234322
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x2,constitutive_to_constitutive,63,63,0.32317149444130083
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x2,full_to_constitutive,69,63,0.3289931950575618
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x2,constitutive_to_full,63,69,2.869805289829736
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x2,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x2,mechanical_to_constitutive,6,63,-1.692335341839031
terminal_y,near_onset,1.4375e-06,plastic_kinematic_x2,constitutive_to_temperature,63,1,0.00012954319863989867
terminal_y,near_onset,1.4375e-06,all_constitutive_x0.5,full_to_full,69,69,5.482388204971066
terminal_y,near_onset,1.4375e-06,all_constitutive_x0.5,constitutive_to_constitutive,63,63,0.6185953175785982
terminal_y,near_onset,1.4375e-06,all_constitutive_x0.5,full_to_constitutive,69,63,0.6778707014095389
terminal_y,near_onset,1.4375e-06,all_constitutive_x0.5,constitutive_to_full,63,69,1.5070673584994865
terminal_y,near_onset,1.4375e-06,all_constitutive_x0.5,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,all_constitutive_x0.5,mechanical_to_constitutive,6,63,-0.3071750590144272
terminal_y,near_onset,1.4375e-06,all_constitutive_x0.5,constitutive_to_temperature,63,1,0.0001293381967534091
terminal_y,near_onset,1.4375e-06,all_constitutive_x2,full_to_full,69,69,5.484895424234323
terminal_y,near_onset,1.4375e-06,all_constitutive_x2,constitutive_to_constitutive,63,63,0.6185953175785982
terminal_y,near_onset,1.4375e-06,all_constitutive_x2,full_to_constitutive,69,63,0.6223896543841574
terminal_y,near_onset,1.4375e-06,all_constitutive_x2,constitutive_to_full,63,69,2.869805289829737
terminal_y,near_onset,1.4375e-06,all_constitutive_x2,mechanical_to_mechanical,6,6,5.4822206091570465
terminal_y,near_onset,1.4375e-06,all_constitutive_x2,mechanical_to_constitutive,6,63,-1.693469420134318
terminal_y,near_onset,1.4375e-06,all_constitutive_x2,constitutive_to_temperature,63,1,0.0001293381967534091
terminal_y,terminal,0.00014,baseline,full_to_full,69,69,13.367806429460348
terminal_y,terminal,0.00014,baseline,constitutive_to_constitutive,63,63,13.367382415788443
terminal_y,terminal,0.00014,baseline,full_to_constitutive,69,63,13.367623251153798
terminal_y,terminal,0.00014,baseline,constitutive_to_full,63,69,13.367565594093975
terminal_y,terminal,0.00014,baseline,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,baseline,mechanical_to_constitutive,6,63,9.548377933972303
terminal_y,terminal,0.00014,baseline,constitutive_to_temperature,63,1,9.636462544540082
terminal_y,terminal,0.00014,mechanical_x0.5,full_to_full,69,69,13.368174946421483
terminal_y,terminal,0.00014,mechanical_x0.5,constitutive_to_constitutive,63,63,13.367382415788443
terminal_y,terminal,0.00014,mechanical_x0.5,full_to_constitutive,69,63,13.367442635505968
terminal_y,terminal,0.00014,mechanical_x0.5,constitutive_to_full,63,69,13.368114726702938
terminal_y,terminal,0.00014,mechanical_x0.5,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,mechanical_x0.5,mechanical_to_constitutive,6,63,8.855230753412357
terminal_y,terminal,0.00014,mechanical_x0.5,constitutive_to_temperature,63,1,9.636462544540082
terminal_y,terminal,0.00014,mechanical_x2,full_to_full,69,69,13.368390862880272
terminal_y,terminal,0.00014,mechanical_x2,constitutive_to_constitutive,63,63,13.367382415788443
terminal_y,terminal,0.00014,mechanical_x2,full_to_constitutive,69,63,13.368345062011056
terminal_y,terminal,0.00014,mechanical_x2,constitutive_to_full,63,69,13.36742821665664
terminal_y,terminal,0.00014,mechanical_x2,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,mechanical_x2,mechanical_to_constitutive,6,63,10.241525114532248
terminal_y,terminal,0.00014,mechanical_x2,constitutive_to_temperature,63,1,9.636462544540082
terminal_y,terminal,0.00014,thermal_x0.5,full_to_full,69,69,13.368632848235368
terminal_y,terminal,0.00014,thermal_x0.5,constitutive_to_constitutive,63,63,13.368209133113035
terminal_y,terminal,0.00014,thermal_x0.5,full_to_constitutive,69,63,13.368449985099328
terminal_y,terminal,0.00014,thermal_x0.5,constitutive_to_full,63,69,13.368391996248064
terminal_y,terminal,0.00014,thermal_x0.5,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,thermal_x0.5,mechanical_to_constitutive,6,63,9.549239165268917
terminal_y,terminal,0.00014,thermal_x0.5,constitutive_to_temperature,63,1,10.3295749154153
terminal_y,terminal,0.00014,thermal_x2,full_to_full,69,69,13.367728645653314
terminal_y,terminal,0.00014,thermal_x2,constitutive_to_constitutive,63,63,13.367304619302816
terminal_y,terminal,0.00014,thermal_x2,full_to_constitutive,69,63,13.36754538834635
terminal_y,terminal,0.00014,thermal_x2,constitutive_to_full,63,69,13.367487876608775
terminal_y,terminal,0.00014,thermal_x2,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,thermal_x2,mechanical_to_constitutive,6,63,9.548162394161066
terminal_y,terminal,0.00014,thermal_x2,constitutive_to_temperature,63,1,8.943454578489822
terminal_y,terminal,0.00014,dislocation_x0.5,full_to_full,69,69,12.675524655417828
terminal_y,terminal,0.00014,dislocation_x0.5,constitutive_to_constitutive,63,63,12.674379107381062
terminal_y,terminal,0.00014,dislocation_x0.5,full_to_constitutive,69,63,12.675341477102222
terminal_y,terminal,0.00014,dislocation_x0.5,constitutive_to_full,63,69,12.674562285692673
terminal_y,terminal,0.00014,dislocation_x0.5,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,dislocation_x0.5,mechanical_to_constitutive,6,63,9.548378031900876
terminal_y,terminal,0.00014,dislocation_x0.5,constitutive_to_temperature,63,1,8.943460627396748
terminal_y,terminal,0.00014,dislocation_x2,full_to_full,69,69,14.060737024201117
terminal_y,terminal,0.00014,dislocation_x2,constitutive_to_constitutive,63,63,14.060493621849634
terminal_y,terminal,0.00014,dislocation_x2,full_to_constitutive,69,63,14.060553845896854
terminal_y,terminal,0.00014,dislocation_x2,constitutive_to_full,63,69,14.060676800153642
terminal_y,terminal,0.00014,dislocation_x2,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,dislocation_x2,mechanical_to_constitutive,6,63,9.548377909490156
terminal_y,terminal,0.00014,dislocation_x2,constitutive_to_temperature,63,1,10.329573402650711
terminal_y,terminal,0.00014,plastic_kinematic_x0.5,full_to_full,69,69,14.060599195067933
terminal_y,terminal,0.00014,plastic_kinematic_x0.5,constitutive_to_constitutive,63,63,14.060312538367281
terminal_y,terminal,0.00014,plastic_kinematic_x0.5,full_to_constitutive,69,63,14.060553374451924
terminal_y,terminal,0.00014,plastic_kinematic_x0.5,constitutive_to_full,63,69,14.060358358983036
terminal_y,terminal,0.00014,plastic_kinematic_x0.5,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,plastic_kinematic_x0.5,mechanical_to_constitutive,6,63,10.241309550228308
terminal_y,terminal,0.00014,plastic_kinematic_x0.5,constitutive_to_temperature,63,1,9.636461031880806
terminal_y,terminal,0.00014,plastic_kinematic_x2,full_to_full,69,69,12.676074423122028
terminal_y,terminal,0.00014,plastic_kinematic_x2,constitutive_to_constitutive,63,63,12.675102539111382
terminal_y,terminal,0.00014,plastic_kinematic_x2,full_to_constitutive,69,63,12.675343371599547
terminal_y,terminal,0.00014,plastic_kinematic_x2,constitutive_to_full,63,69,12.675833590629848
terminal_y,terminal,0.00014,plastic_kinematic_x2,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,plastic_kinematic_x2,mechanical_to_constitutive,6,63,8.856092082469011
terminal_y,terminal,0.00014,plastic_kinematic_x2,constitutive_to_temperature,63,1,9.636468595131422
terminal_y,terminal,0.00014,all_constitutive_x0.5,full_to_full,69,69,13.368390862880272
terminal_y,terminal,0.00014,all_constitutive_x0.5,constitutive_to_constitutive,63,63,13.367382415788443
terminal_y,terminal,0.00014,all_constitutive_x0.5,full_to_constitutive,69,63,13.368345062011056
terminal_y,terminal,0.00014,all_constitutive_x0.5,constitutive_to_full,63,69,13.36742821665664
terminal_y,terminal,0.00014,all_constitutive_x0.5,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,all_constitutive_x0.5,mechanical_to_constitutive,6,63,10.241525114532248
terminal_y,terminal,0.00014,all_constitutive_x0.5,constitutive_to_temperature,63,1,9.636462544540082
terminal_y,terminal,0.00014,all_constitutive_x2,full_to_full,69,69,13.368174946421483
terminal_y,terminal,0.00014,all_constitutive_x2,constitutive_to_constitutive,63,63,13.367382415788443
terminal_y,terminal,0.00014,all_constitutive_x2,full_to_constitutive,69,63,13.367442635505968
terminal_y,terminal,0.00014,all_constitutive_x2,constitutive_to_full,63,69,13.368114726702938
terminal_y,terminal,0.00014,all_constitutive_x2,mechanical_to_mechanical,6,6,5.592524703698565
terminal_y,terminal,0.00014,all_constitutive_x2,mechanical_to_constitutive,6,63,8.855230753412357
terminal_y,terminal,0.00014,all_constitutive_x2,constitutive_to_temperature,63,1,9.636462544540082
